@relation stream_gen_i_drift_010k_f10_b45_n10_rs555 inc_css5_rs555_nd1_ln10_d45_10500

@attribute feature1 numeric 
@attribute feature2 numeric 
@attribute feature3 numeric 
@attribute feature4 numeric 
@attribute feature5 numeric 
@attribute feature6 numeric 
@attribute feature7 numeric 
@attribute feature8 numeric 
@attribute feature9 numeric 
@attribute feature10 numeric 
@attribute class {0,1} 

@data
-0.5486477485,-0.3672713235,-0.5417690726,1.189196631,0.654718014,-1.405620462,2.406068933,0.3021931874,-2.237276704,1.533750955,0
0.5023997474,-0.1615951055,-0.7266511961,-0.03104223027,0.1003414917,-1.852126856,1.656983422,-2.597886856,0.2002585149,-0.6875172393,1
0.7871532357,-0.5606826394,-2.609009987,0.2665053433,0.2098716042,1.57627789,-0.8212717281,0.1831357471,-1.366991679,1.62869309,0
0.2552420417,0.9969530501,0.1537052421,-0.9173099939,1.20873042,1.061752713,-1.569489782,-0.127481397,1.179439255,-0.7224193223,1
0.6981465034,-0.2967094033,-0.2646529846,0.3618314795,-0.5961860334,-2.110740065,1.282413463,-0.6575783241,1.467153987,-1.863757426,0
0.3751378856,0.2855833059,0.4066087458,-0.3496000332,1.9402616,-0.4045859193,0.4927674177,1.676913492,-0.2721455042,0.1298483103,0
-1.457839942,-0.4112991803,-0.8057069476,0.448606003,0.7462971736,0.7682659411,-0.6255759495,0.635718738,-0.1926747738,0.3779189695,1
-0.5216263042,-2.023932606,-1.595228031,-0.09287469957,-0.7061500648,-0.8092982978,1.600580205,0.1529024153,-1.740874234,1.277663342,0
1.069873872,0.07905119315,-0.5096749319,0.8462773363,-1.162199666,0.7641289608,-0.9933484087,0.9806829851,0.5625977935,-0.2796232653,1
0.248981116,1.517396265,0.2744583975,-0.6574075375,0.1241815916,0.7632978452,-1.0704239,0.8116821919,0.7393653109,-0.4305022626,1
0.4336088261,1.496161149,-1.757236788,-0.2783822066,1.170082681,0.6011250556,-0.9001524557,0.2005649108,0.7034434865,-0.4447839588,1
1.844036655,-1.464026349,-0.4647987065,1.24150126,1.08187378,-1.529806932,0.9347323694,-1.289674369,1.053592707,-1.329193982,0
0.3632836663,-0.06346931256,-0.3586236956,0.5942740339,-1.434786025,-0.4304374947,-0.2017236314,1.59308181,1.264545344,-1.216736841,1
1.304508053,0.1092225602,-0.9189307651,-1.299441235,1.243469667,0.6752253567,-1.645811421,-0.9481775344,2.145410801,-1.681841838,1
0.1393239282,-0.8332977351,-1.026388937,0.6721566763,0.8412331193,0.06051148608,0.2031044312,-1.149566119,-0.5402733443,0.4871045017,0
0.5782023744,-1.378633722,-0.4927425678,-0.1944396591,1.527339235,-1.76841237,1.531040828,0.8823632094,0.2586071761,-0.7164262257,1
0.63429042,-0.2992577815,-1.185802387,0.2126999262,-0.009387484508,1.337512312,-1.642077093,-0.1912437126,0.8077850443,-0.3184606389,1
-0.4089842175,0.2468640155,-0.05032611693,-1.601592166,-0.4209456449,-3.992787777,2.85115746,1.018088651,1.922101038,-2.758803635,1
