@relation stream_gen_i_drift_010k_f10_b35_n10_rs222 inc_css5_rs222_nd1_ln10_d35_10500

@attribute feature1 numeric 
@attribute feature2 numeric 
@attribute feature3 numeric 
@attribute feature4 numeric 
@attribute feature5 numeric 
@attribute feature6 numeric 
@attribute feature7 numeric 
@attribute feature8 numeric 
@attribute feature9 numeric 
@attribute feature10 numeric 
@attribute class {0,1} 

@data
0.8116870445,0.5455901182,-0.7905203725,0.7598762287,-1.460149506,-1.855576294,-0.5680299955,-3.056905506,1.357759905,-0.3535175623,1
-0.07450081906,-0.7204719837,1.292937276,0.9462273035,1.194531375,0.3616076664,0.7147531948,1.220912442,-1.887836269,-2.161314871,0
0.8372182955,0.639563269,-1.243728672,0.7688406383,0.02255184511,-1.199290354,-0.4736248272,-0.3987213899,1.522392409,1.248082374,1
1.088556919,-1.550059245,-1.049655015,-0.3722107079,-1.623243999,-0.1934705767,-0.7043523206,0.9047224821,1.681422007,0.7387632282,1
0.4585009826,0.02778893637,0.9621584587,0.3204142562,-1.442575237,0.799881442,0.1212438951,-0.07081835441,-0.8432788006,0.3921411706,0
1.024746612,-0.7127847766,-0.007274233662,0.470215397,3.124011652,-1.554554514,0.5862045683,-0.3364069063,-0.7611199986,1.485769309,1
0.1703231736,-0.6879331906,-0.4806369996,0.3927162746,1.284910342,-0.3582116133,0.04125027806,0.08466772247,0.282335624,0.6192641818,1
-0.1993216942,-2.241309913,1.038730086,-0.005876096742,1.056077429,-0.7787994767,0.6037887743,0.7874182394,-1.5711009,-0.08365614494,0
-0.9998244837,0.749503351,-0.5927141388,0.2012352849,-1.301240951,-1.597185819,-0.47203722,0.9053323079,1.060761006,-0.5464666428,1
1.666465414,-1.601397831,-0.4383155215,-2.219333054,1.887924746,0.3286944696,0.1764496414,-0.08562464638,0.07072482815,-0.6693303119,1
-1.403382605,1.070568768,-1.065426014,-0.6613294919,0.4286309173,1.489295336,-0.3376524135,1.192282037,1.213632689,-1.548262456,1
-1.521068638,-1.437677557,0.8369249751,-0.4176614867,0.865157151,0.3369535878,0.495238889,1.513087432,-1.25640844,-0.7776575118,0
-0.3460266338,0.2751860424,-1.497479363,-0.4044653489,1.469649521,0.892037929,-0.3248417145,-1.196808436,1.495780304,0.7940368995,1
-0.8560042884,0.2394292852,0.6218955031,-0.3747523474,-1.004178047,-1.251072019,0.06652016588,0.3186614312,-0.5280245722,0.7385900781,0
-1.34852629,-0.7104107378,1.536704531,0.6858016971,0.9493797441,0.1965086341,0.7556406717,0.6089495906,-2.130993836,1.069858163,0
0.5796508548,-1.046427674,-0.9090586242,-1.248467183,-1.250984319,-0.7534599743,-0.5852326462,-0.5119155703,1.460169881,-0.2200984445,1
-0.5708623802,0.1437989871,-1.651104176,-0.4694054183,1.287257551,-1.775943748,-0.4025277726,-1.852174979,1.709249012,0.3247418679,1
-0.9434936304,-1.879669512,-0.9612372207,-0.5389614187,-1.104332621,-2.01192314,-0.5807597742,2.223205701,1.465687076,-0.6661727808,1
0.5178738354,0.7920340418,-0.5659746371,-1.631533668,1.541151578,0.07150418769,0.04561218414,-1.405880157,0.3342400866,0.4005097012,1
0.610925256,0.2237039193,-0.8485258702,1.210945157,-1.69653479,0.9149552369,-0.6412969793,-0.1886406653,1.460139968,-2.033869343,1
-0.1097300587,-0.07098937906,-0.9158476458,-0.9078598545,0.05776070489,-0.7691579782,-0.3537820315,-0.1087734369,1.122116741,0.7143415222,1
1.2198831,-1.046957218,1.077913715,-1.070758677,-1.11302785,0.1643292911,0.2177308306,-0.2551770284,-1.057579196,1.704309497,1
-0.4232336016,-0.5249323218,1.050975935,-1.687011762,-1.540889286,0.4777180572,0.121921673,0.01794590343,-0.9151002185,0.2512286082,0
-1.331272595,0.8189340712,-1.17432178,0.3731058059,1.295822376,0.748885324,-0.2094062286,-0.7507454227,1.120037497,-0.4130950009,1
-0.551778362,0.6292682867,0.7833739068,0.5345877715,-0.2069416244,1.041790095,0.2619080129,0.06225045716,-0.9043367423,-0.732146066,0
0.5794238643,-0.3167429233,-1.376410291,1.673028992,0.4611539502,1.091740969,-0.4447348867,-0.3595332629,1.594688863,-1.214016544,1
-1.438990274,0.1831898992,-0.01509614194,-0.5950300044,0.6715510104,0.2447937318,0.1168858988,1.067369625,-0.1394045069,-0.03288777491,0
1.505770993,-0.2610891798,-0.8654772012,-1.323747521,-0.917226489,0.3016206567,-0.5146797448,0.888420394,1.305410514,0.4802120771,1
0.7619823028,-0.2395149946,-0.1893308166,0.6416599657,-0.6005540778,-1.657902364,-0.1863101607,-0.5465549655,0.4134992762,-1.110575078,1
0.2262560091,-0.5987100906,1.160263138,0.2827666335,-1.029614864,-0.4274252264,0.2558253787,1.099514521,-1.182698777,0.2461896098,0
-0.294096923,-1.523862378,0.4246165037,-0.1628999961,1.373809202,0.4875093104,0.4190055354,1.331431558,-0.8490852603,-1.510366318,1
-1.809656845,-1.087367139,0.647542826,-1.923426116,1.225442107,0.9012588315,0.4807930908,0.3033631071,-1.088665331,1.218375568,0
0.3501839108,-0.3738836019,-1.096483692,0.4530324539,-0.9205105514,-0.8045406184,-0.5892185187,0.8760236908,1.578114162,-1.352253629,1
0.2744782316,-1.234388308,-0.7553793865,-0.07054496685,1.048373537,-0.1363779088,-0.07920836534,0.3648244632,0.6654118645,-0.4060164286,1
0.578211089,2.381996617,-1.640072116,0.5164460216,-0.6505885586,0.6636312221,-0.7540863207,-1.19430709,2.17909723,0.6404710962,1
1.544382465,0.5235590191,1.535628763,-0.2581567746,0.7784241816,0.6376066361,0.7282783137,1.440023847,-2.089651226,-0.8211587704,0
0.8365181851,-0.3358802849,-1.240351554,0.4591724874,-1.711876768,0.9490408463,-0.7876505868,-2.78371465,1.948123757,-0.2679645258,0
0.2530931186,0.6664273728,-0.7070122398,-0.2795286808,-0.3345699529,-0.7409300974,-0.3238393946,-0.5427795714,0.9496684321,1.239707743,1
0.6421154693,0.5424557632,-0.9998002092,0.6444531651,0.04745915112,0.4451929307,-0.3930892265,-1.211360762,1.241074733,-0.904672933,1
-1.294601228,0.4279524183,1.039201736,-0.04119017882,-0.8255822742,0.1749093516,0.249547457,1.33646635,-1.066015637,0.1337250963,0
-0.5285432486,-0.6758263487,1.726730484,-1.323823843,1.105012809,0.2395995019,0.8750348596,0.05327497858,-2.407755441,-1.076351229,0
0.3119179856,-0.304613761,-0.6576988704,-2.12730318,-0.439238665,1.875458593,-0.3292728729,1.517596109,0.9274177938,-0.3562293587,1
0.8545067797,-0.07463887107,0.03375006636,-0.6680393387,1.503429955,0.5109202306,0.2830370047,1.298964857,-0.3974434455,1.89586556,0
0.9739847874,1.183191712,-0.7088846761,-0.7278663002,-1.829103189,-0.9518267378,-0.626492387,0.8882884585,1.337076221,1.279127805,0
-0.607367287,-0.8487047677,0.1803275726,0.8021617448,0.9843715606,-0.08836275615,0.2428537601,-2.301243458,-0.4499374319,0.3069470347,0
-0.2532403249,0.7086670807,1.14598415,0.7174704485,-1.505569498,0.6123327443,0.1748053724,0.6591678779,-1.04567725,-0.424346197,0
0.3867464572,-0.7221879802,0.1073426899,-0.7115267813,-0.8930938454,0.4331694478,-0.1233399708,0.5638687237,0.1212478207,1.443342172,1
0.08695769212,0.3875497204,-0.6207293653,-0.3544344761,-0.4497202224,-1.024442302,-0.3277516047,-0.2337825486,0.8782855162,-0.006643240642,1
0.4942703717,0.9544500533,-0.5952085383,1.189695772,0.7013417799,-0.5098017787,-0.1029529158,-0.8633890258,0.5610134413,-1.368954083,1
-0.1219951954,1.18816628,-0.2971147633,-0.6052298993,-0.7457028101,0.1589705105,-0.2551062243,-1.083821104,0.552256111,1.77171324,1
-0.4436087641,-0.8440926009,-0.4424010488,0.5373224619,-0.63052315,-0.5921163029,-0.3025601072,-0.3438754132,0.6995152657,0.003207866007,1
-0.6413806103,-0.3505873673,-0.3345031493,0.9055872314,1.958436444,-0.1032924554,0.2163860063,-1.318772224,-0.04816308611,1.521576234,1
0.9393653147,0.07700691564,1.050707758,0.8276508793,-1.512687707,-0.2044368253,0.1445730094,0.5919389353,-0.9409753816,1.147486091,0
-0.4085577267,0.7528629219,-0.1690220311,2.037690729,-0.3755300685,-0.03296340851,-0.1416293541,-0.7859512107,0.3179179396,-0.5494689936,1
-1.144126746,0.6894080106,-0.05723088738,-0.9879147012,1.064739211,-0.7754674424,0.177806827,-1.066103855,-0.1906617151,2.037015378,1
-0.4550190332,-0.5144520938,-0.295533889,1.220759182,-1.262360457,0.8448179492,-0.3372277016,-1.486258828,0.6632719054,-0.8807690866,1
0.04062943252,1.712897313,-0.154685409,-0.07191318182,-1.175428012,-0.7394428935,-0.2790342372,2.777822748,0.4946541745,-1.585778543,1
1.356029301,-1.802729264,0.5808408589,-0.9836878386,-0.4778423538,1.696680708,0.1432629724,-0.3601484118,-0.5864535957,0.001550737648,0
-0.542255856,-0.359729351,-1.44504402,-0.4230406289,-0.3685753601,0.06955784884,-0.6274162906,0.7256972895,1.893944036,-1.540557494,1
-0.8911428827,0.2677277882,-0.3557390482,0.2061247896,1.96313598,0.7685448541,0.2285602841,-2.215483906,-0.05863766104,2.337377415,1
-0.3299233142,0.6544972411,-0.3570103427,-1.049878691,-1.392217745,0.8679161189,-0.3974005781,-0.31878548,0.7694944977,-0.4275414693,1
-0.6620620031,-0.3336604402,-1.013721893,-0.1906476433,-1.196941219,-0.3855601423,-0.6106176699,-0.6275530956,1.52971388,-0.6737484689,1
-1.711765184,0.2464297154,-0.7565697577,0.5644321014,1.321299489,-0.04702524018,-0.07000330836,1.085489474,0.6178051548,0.823418664,1
0.02870207744,1.701604885,-0.5547457189,-1.619834512,-1.05733378,-0.5658313079,-0.4145101075,1.168724178,0.9432361237,-0.9820772196,1
0.2273045243,0.1200923863,0.5530096682,1.427760831,0.9530704064,-3.107516836,0.3909412034,1.489391674,-0.9349589424,-0.4101064866,0
-1.227496965,-0.1263095545,-1.113784843,0.5641236042,0.7918289312,0.6017228831,-0.2962898919,-0.3272538527,1.192491673,-1.01701415,1
0.6240293544,1.938849527,-0.4889941478,-1.527619267,-1.128709056,0.9432965549,-0.391777587,-1.641967246,0.8617955758,0.05403608443,1
0.9026099629,0.1613525595,0.2989383459,0.6980885065,1.275128439,-0.5682683406,0.3591676815,0.02837340427,-0.6677281659,-0.958322481,1
1.439260534,-0.4662208623,-1.071723379,1.072634905,0.6554524583,0.6954868273,-0.2944059246,0.1778793092,1.16732065,1.777362035,1
1.081403025,1.304798783,-2.051185253,-0.9309957497,0.3043130726,0.6297530099,-0.7378794018,-1.115281778,2.458841277,0.1826547241,1
-1.066793075,-0.02938636067,1.319867099,0.1277507995,-1.078513901,-1.252618261,0.3135468839,-0.7760684106,-1.364314744,-1.85808552,0
-1.601781094,-1.068309448,-0.6672957735,0.105508841,-0.9049442242,-0.335965535,-0.426660986,0.02295312531,1.049251234,0.7423911097,1
-1.224433489,0.1003795495,-1.900234958,0.3143275016,-0.7405633483,0.7198825213,-0.874153278,-1.520780056,2.548124991,-2.013316586,1
1.711783544,0.5669152699,-0.4157960647,-0.2402797872,0.6971333997,1.47403439,-0.02998577458,0.296533203,0.3657102294,2.931199152,0
-1.130993971,0.8746331775,-0.3247376878,0.8555802818,2.917586814,1.583529773,0.4004729268,0.2553031446,-0.3151952642,0.2985088711,1
1.002570907,-0.184325037,-1.122851578,0.5391489335,0.9734100108,0.7817622143,-0.2479565195,0.1535598373,1.153291898,-1.632594357,1
0.5644095817,0.8924630391,-1.103522762,0.1841323045,1.00584421,0.6972835861,-0.2494779962,-0.3936136299,1.106659875,1.381651624,1
0.3345720647,0.9389908678,-0.08366225874,-2.409526836,2.378323646,-0.3783676012,0.408141495,-1.106184328,-0.4897362867,0.2337459001,1
0.01459911334,-0.4545367611,0.4241087623,-0.08655086088,0.5662372569,1.201207882,0.2646389059,0.6210430611,-0.6366569909,-0.7046413282,1
-0.5279340883,1.114099033,-1.012702078,0.8661458244,-1.149594932,0.346595769,-0.5942783478,-0.03805344409,1.531015929,0.6523633487,1
-1.253785898,-1.002492584,-1.030869113,-1.021105761,-2.151983787,0.26293995,-0.7972546065,-0.4675212154,1.814224562,0.5560382351,0
-1.826501285,1.387570534,-1.472381945,-1.206525792,1.788072569,-0.008645609016,-0.242707179,0.6314648345,1.368777256,-0.6598624611,1
-1.022724485,-0.6943869052,-0.5320293681,1.337040954,-1.495148977,0.3066274683,-0.488583369,-0.769578151,1.035022845,0.7420849501,1
1.554146363,0.5627826363,-1.464307093,1.202577729,1.717575652,0.6287220247,-0.2622736945,-0.5851437468,1.373904303,-0.0606512112,1
0.6461893723,-1.270615031,1.166202359,-1.620433909,-1.271693512,1.900499225,0.2446573083,-1.016867754,-1.14579311,-0.9931617405,0
0.1916245231,0.4714472341,-0.007795964138,1.624023832,0.7777527155,0.5422767566,0.1417868993,-2.558057534,-0.1820087103,-2.368684667,0
0.5265367376,0.5673939003,1.33031373,-2.104813119,1.035769141,0.6161561696,0.7078139702,-0.4032764049,-1.896694145,0.8350230147,0
0.1871142597,-0.5561968078,1.393192448,0.7213844583,-2.266756769,-0.5247913802,0.1338127281,0.7613597838,-1.174988417,0.07564658702,1
-0.3627685214,-0.6475611522,-1.104271929,0.5797272061,0.8513270949,0.2452754253,-0.2666665284,0.7414051169,1.148299129,0.02330080914,1
