@relation stream_gen_i_drift_010k_f10_b15_n10_rs444 inc_css5_rs444_nd1_ln10_d15_10500

@attribute feature1 numeric 
@attribute feature2 numeric 
@attribute feature3 numeric 
@attribute feature4 numeric 
@attribute feature5 numeric 
@attribute feature6 numeric 
@attribute feature7 numeric 
@attribute feature8 numeric 
@attribute feature9 numeric 
@attribute feature10 numeric 
@attribute class {0,1} 

@data
0.4698478328,0.299472505,0.1795255854,-0.76106817,1.144299311,1.029831799,-0.8359949207,0.2258577815,0.9341550297,0.8557662191,1
-0.0446140793,0.4650218847,0.4607338712,-0.3213317391,1.787983114,-0.9738971314,-0.1886389595,-0.7056391139,1.700875087,0.7058527442,1
-1.175564374,0.2875358428,0.5619843789,-0.5264155922,0.9836392767,0.3433431581,-0.716403106,0.4325440301,1.460929699,-0.0487529415,1
0.03061828115,0.2397151208,-0.9618412617,-0.3928014283,1.265802936,-1.020379748,-1.637588734,-0.7563444717,-0.9375120715,-0.09314491452,1
-0.7658639139,-0.3114973391,-0.0842906756,-0.4843928683,-1.287195424,0.2563916747,1.273027878,-1.887707252,-0.8476667178,0.6681034671,0
1.282248596,-0.06319480627,0.0958469945,0.4110327247,-0.2764632253,0.6808693654,0.2333842562,-2.117552442,0.01675068451,-0.4753032976,1
-0.8193683656,0.1160982575,1.083630441,-0.2281923585,0.1582804837,-0.3201122591,-0.5653858558,-0.556787448,1.883078068,-0.3128529102,1
0.2792310083,0.3560984084,0.257004514,0.5430059304,1.35025623,1.262543641,-0.2537179161,-0.5033530935,1.152312957,0.9650861495,1
0.1856640968,0.2318234872,-1.270725553,-0.8057437059,1.321302347,2.011467128,0.04254680163,-0.06259646629,-1.435391931,-1.880656171,1
-0.5546198588,-0.05704841063,-0.1218997274,-0.3574189887,-0.2344744419,-0.9155571234,1.190284743,-1.394803649,-0.3374983355,-0.2566399087,0
0.6691861304,0.188807116,-0.8558775775,0.8276188335,1.063244974,-0.7889192852,0.8586185301,-0.8716789927,-0.8524463151,-0.4667770411,1
0.7749443664,0.1786726112,-0.8112743838,0.7826415478,0.9702802265,1.345567454,-1.840280942,0.8977496705,-0.8638705162,0.4979577201,1
0.8757070149,0.248134442,0.5004227428,-1.150986661,0.8529948964,0.2477683424,-0.6439007055,0.2885919731,1.305421563,1.117603798,1
1.624776802,-0.2892131584,0.7257997727,-0.9755520729,-1.369708379,0.9271975452,-0.6125013342,0.3982043139,0.4837547918,0.1421983331,0
-0.7343343169,0.462982406,-0.1614857032,0.6987664987,1.930122942,0.6721484944,0.4332699825,-0.5108157985,0.7458225328,0.3507086406,1
-1.16471954,0.1638882521,0.5819184774,-0.9007248264,0.5238134751,0.3345299233,1.052983258,-1.125714927,1.281341304,1.667581875,1
-1.862371095,-0.2493870071,0.8660236414,-0.08823222203,-1.331330419,0.9999274115,-1.494608715,-0.9345042187,0.7460181673,1.235924067,1
1.045175849,0.1536893034,-0.9980059547,-0.0791456873,0.9799705903,0.07293751339,-0.0614537522,0.2012890878,-1.17713041,-1.171099414,1
1.022812818,0.5276246904,-0.287199038,0.1012444284,2.245822961,0.4885211246,-2.024484709,-0.6656408097,0.6996334404,-0.09705173122,1
-0.5716734271,0.3077686821,-1.217114745,-0.8040227515,1.662077775,-0.33531717,-0.3107503472,-0.6903096277,-1.153371541,0.317665941,1
0.4439249987,0.05137590326,1.419377375,-0.3140676064,-0.2123003866,-0.9081669252,0.9390683772,0.3534157755,2.246761822,-2.013072988,1
-0.3578278935,-0.3122340684,-1.393261094,0.02707075532,-0.8173790544,-0.320641156,-0.1542765054,0.3909066011,-2.755368333,0.4400555789,0
-0.2240611087,0.09819468047,0.06657466821,0.1711220139,0.3783268925,-1.007666634,-0.5140331732,0.9219449688,0.32697954,0.1662921147,1
0.7606984507,0.08534318183,0.8873480774,-2.380729554,0.1011171514,0.3221137191,-1.400083421,-0.4168866126,1.547610472,1.071846071,1
-0.3262830278,0.3170990175,-1.429163533,1.197830664,1.786261358,0.6346899133,0.2428027717,-1.318581553,-1.453593904,-0.2576881345,1
-0.9488488858,0.1395370551,0.4683479169,1.014134906,0.41238259,0.0621472692,0.7702208842,-0.1051551271,1.015720677,1.089049566,1
0.7445668839,0.243036553,-0.4253502694,-1.27082123,1.186124011,0.5678467192,-0.6940645835,-0.9263233493,-0.06378736011,-0.3651509651,1
-1.507457077,0.2005414634,-0.9860814315,-1.173308305,1.202442308,-0.6777079285,0.5103705068,-0.8000298523,-1.00495198,1.590731946,1
2.290099328,0.2018588184,-0.9077165554,0.4297575442,1.093212661,-1.656765544,-0.4880070659,-0.9171915815,-0.9496401323,0.719315096,1
0.8520898478,0.5040966202,-0.1789846857,1.476083317,2.080315116,-0.5925744177,-0.6962716216,1.703555582,0.8132614005,0.613589612,1
0.325582684,0.3941719046,-1.399217233,0.8056434752,2.017860035,-2.198738782,1.273861996,-0.9938454772,-1.265794637,-0.05635682487,1
-1.656839002,0.3577177797,-0.4912258612,-2.533396031,1.600930258,-0.2975997926,0.2803827656,0.3595833314,0.02956753563,0.3080339435,1
1.992399665,0.1770785281,1.557951644,-0.2719308008,0.2463436576,0.2062020755,0.4281810756,1.749251089,2.742248886,-0.8808573182,0
-0.9341009231,0.3762831618,-0.2729404467,-1.947255533,1.580222303,1.473772038,-2.137551272,-0.03754597423,0.3835141318,1.443108653,1
0.2903651325,0.4161703362,0.4524331012,1.16964816,1.577891983,-0.418551132,0.4138805751,-2.066568146,1.624616901,0.04782120257,1
0.931763466,0.3060956487,-1.580953016,-0.8530285757,1.788137382,-1.322688604,0.4487999708,-1.786941351,-1.698617222,1.734130668,1
-0.5664552967,-0.03676714733,0.06538128134,0.008976440748,-0.1182978929,-1.352753824,0.6838357879,-0.8623517686,0.03341857995,-1.780548645,1
-0.3894266731,0.3155074946,0.7200007024,-0.2036917568,1.028820008,-0.8426043673,-1.1225614,-1.608027015,1.758074522,0.6595743222,1
0.7613529449,0.0755163064,0.9799771926,-0.4232536008,-0.02181156578,-0.3186666417,-0.8331039922,0.5144075409,1.611748225,0.6646694996,1
0.04424984224,-0.07380398827,-1.434398372,1.571225501,0.1992208875,0.01901871748,0.3710798057,0.6979845028,-2.288802052,-0.348637619,0
-0.01881885293,0.1689162715,-1.177695976,0.1953849256,1.035413465,-0.4013602377,-1.909417185,-0.113401274,-1.433524505,-0.1575412246,1
-0.9390195426,-0.3211146034,0.838343822,1.593416211,-1.588472397,-0.620520386,1.107066544,0.06337001294,0.5675635928,-0.2709519658,0
0.2871238167,0.1927796589,0.7366879667,-0.6572229997,0.5204665415,-0.7572606898,0.8353432353,0.0632742265,1.520081144,0.1238679161,1
-1.469355497,0.3184184397,-1.605216585,-0.5998625279,1.85255708,1.373977792,-0.3520120216,-0.9596924384,-1.718528373,-0.4618719716,1
-1.938150829,0.4308663126,0.2870212041,1.199478726,1.690224036,0.7314644326,0.8161168086,-1.088767283,1.388926013,1.079508226,1
-0.450725427,0.2798633356,0.1054979968,-0.6581750656,1.088576436,-1.300828213,-1.419660466,0.1917745252,0.771015109,1.031179905,1
-0.3098932218,0.05845526866,-0.5619015664,-0.5068691637,0.400913809,-0.7007169569,0.2983429333,-0.1968640691,-0.7203404435,-0.666127085,1
-0.33705128,0.3807696791,-0.5217407383,-1.801905757,1.767922189,0.6761809327,0.430111991,-0.3483613715,0.07213761498,-2.179285495,1
0.2532926112,0.138055302,-0.7268377832,0.5303047255,0.8331117811,1.100928515,-2.025133219,-2.521776357,-0.7640463235,0.7771545143,1
-1.324502153,0.2007803469,-1.41140546,-1.286217445,1.288934372,0.12810978,-1.36891546,-1.757842263,-1.688719729,-1.598703709,1
-1.392420189,0.02336674913,-0.2048116822,-0.5841103406,0.1935637975,-0.3546063879,0.33919585,1.04937977,-0.2276356438,-1.526908122,1
-0.9257586215,0.2442369784,-1.669040806,1.816612814,1.495084861,-0.2488392309,-0.8203334934,1.097127012,-2.008048262,-2.026608576,1
0.3391551149,0.1883356863,0.01084077234,-0.2133420031,0.7995508972,-1.265411875,0.9706679092,-0.2724857604,0.4587313116,-0.6883404031,1
-1.42113248,-0.2692796819,0.7013260035,1.965283045,-1.283594209,2.702922413,1.239753966,-0.3421895132,0.4976409717,-2.57391095,0
0.08360736633,0.1154022562,-0.6650796994,0.4116176746,0.6479236698,1.069009091,-0.5619122436,1.268021454,-0.7647126471,0.8169282631,1
-2.268167256,0.1054514595,0.7641493105,0.3047821622,0.2248214,-1.113156728,-0.0326940576,1.34102148,1.414039012,0.5162979585,1
-1.571550205,0.04607577617,0.4559244806,0.6707797502,0.03059838931,-0.4733239657,-0.007419726134,0.7860600957,0.7741455739,0.1392004938,1
0.7209252165,-0.3541997452,0.4517910708,-0.1956441562,-1.642716037,-0.5085051628,1.353094914,-0.5227885612,-0.1084801637,-0.2177165264,0
-2.661946677,0.2290842605,0.9092655461,-0.4466054143,0.6347764359,0.8941770579,0.410492699,1.180493782,1.877569912,0.7853509651,1
0.8952822406,-0.2500571209,-0.05361379805,-0.1497656254,-0.9968828385,-0.8242187076,0.0269981333,-0.6200217543,-0.6278418034,1.804944773,0
0.214251185,-0.001241400961,-0.5407590944,0.525443677,0.2033159801,0.1019127267,-1.283984037,-0.8773337305,-0.7801723059,1.121490135,1
0.8115152391,0.0882229265,-0.7213569263,-0.295760151,0.5673927899,1.35804626,0.9723971697,0.842356474,-0.9277112221,-0.4115731006,1
-0.3896416784,-0.1989087883,-0.2580736428,1.439816137,-0.6883769851,0.5209896399,-0.5728066218,-0.9577319854,-0.7907191497,0.4097319764,0
-0.06943840536,0.255016582,0.8246515318,-0.3008465927,0.8353679878,1.684228935,-0.4168159379,-0.6843125924,1.828622648,-0.02138758672,1
-1.981952797,0.1815370507,0.4959667167,-0.9848277635,0.6193784281,0.7371574591,0.9969502975,-0.1735034306,1.159075039,0.3420187232,1
0.5503401349,0.4461778611,-0.2554040854,-0.8014279427,1.894030081,-2.551168517,-0.07383844317,1.05955433,0.5883344527,0.1740893652,1
1.548155335,0.1514939662,0.4012338855,1.682590061,0.5177638979,0.7269813254,-1.140082236,0.0110583851,0.9338940248,-0.2034136591,1
-0.4453739158,0.175696797,0.7891464238,0.8616419602,0.4983964372,-0.01165826231,-1.085501155,-0.1768072033,1.596294624,-0.7977703269,1
1.171033922,0.1491632733,0.8896885018,-0.03748388561,0.3576473896,-0.2217604752,-0.7665104477,1.420589416,1.701062555,-0.3164687575,1
-0.7103555571,0.2765431248,0.1576765166,-0.8513991114,1.065053854,0.4986807584,1.196296793,0.2284022414,0.8160826678,-1.552346483,1
-0.1702941584,-0.03390513655,0.1137933924,0.9903248768,-0.2029773254,0.318661971,1.075971727,0.5654831569,0.08081470077,-0.1155907318,1
-0.5911902953,0.1634582612,0.235504993,0.4797956835,0.5648474333,0.5007740332,0.01576728029,-1.057541084,0.6897273337,1.023526907,1
-0.4151566652,0.09842415725,-0.5098816314,0.5244197513,0.5901493162,-0.01560495734,1.090100174,0.09363279111,-0.5397915024,-0.2266859711,1
0.7401291486,0.1171293931,0.005631955915,-0.803670458,0.5347448069,-1.406647532,0.2899259503,2.094981313,0.2790915833,-1.667779171,1
0.7515534958,0.1690203427,0.817166492,-2.259610036,0.3984829321,-0.4337167633,0.01843897803,0.7554453539,1.591855487,1.159005702,1
0.1691430725,0.2049900821,-1.243002717,1.042078504,1.20492064,-2.331787067,-0.5100487213,-0.3903291079,-1.455545345,2.184862496,0
0.9946627189,0.2309439289,-0.7567806728,-1.455642106,1.203693677,-1.947848839,-0.5747910605,-0.6262425956,-0.6446263717,0.05992767971,1
-0.01258520482,0.1516658946,-0.6601225863,-0.5361039626,0.8573220968,1.403059808,-0.2460453703,-0.3672749536,-0.6420418835,-0.3392418401,1
