@relation stream_gen_i_drift_010k_f10_b35_n10_rs111 inc_css5_rs111_nd1_ln10_d35_10500

@attribute feature1 numeric 
@attribute feature2 numeric 
@attribute feature3 numeric 
@attribute feature4 numeric 
@attribute feature5 numeric 
@attribute feature6 numeric 
@attribute feature7 numeric 
@attribute feature8 numeric 
@attribute feature9 numeric 
@attribute feature10 numeric 
@attribute class {0,1} 

@data
0.8148774259,1.160178667,2.024298254,1.113527212,0.8733199959,0.1159741205,-0.3902497808,0.2304615807,-0.7298867411,-0.1887530169,1
1.502749964,2.49875528,0.6802704905,0.2557697827,1.067277119,0.3806261875,-0.06938952287,0.1608303265,0.535946503,-0.2383669057,1
-0.8103900188,-1.20708157,0.07989946936,1.002569329,0.8459206889,-0.2583074806,-0.3518726923,0.701958298,-0.08620068774,-0.8018559232,1
0.4974561446,-0.7099025884,0.9002604984,0.8999545273,1.102767729,-0.1730472615,-0.3108019,0.3902275867,-0.7569701252,1.472736099,1
0.2148352677,-0.9028794172,1.171798313,-2.011255739,1.844800071,-0.007278285311,0.7005860826,0.9471023397,-1.313267707,-1.901869341,0
1.283161934,1.72233351,-0.5729321929,-1.937843203,0.3829487965,0.4019698327,0.6721932797,0.2489660104,0.04548254052,-0.1511734621,0
0.09588523533,0.7875175928,-0.2144675575,-2.041528071,2.021825196,0.2656167817,0.7167598244,-0.7899396618,0.3248412202,-1.861207226,0
0.2106694323,-2.069205311,-0.6203167585,-0.1604200059,-1.188243639,-0.3134624112,0.04174561438,0.2811803915,-0.840570622,0.774600312,0
-0.7537247201,1.677160939,0.6335572128,0.5280297753,0.1552776467,0.231603812,-0.171052987,0.9023997522,-0.4233548465,0.5467537586,1
0.4062370556,1.739700692,1.293870758,0.5094106804,0.1418583951,0.2463020561,-0.1825066475,-0.3112655718,-0.626290514,-0.076157735,1
0.2525473248,1.41090386,0.272795194,-1.428975184,0.01333482312,0.3178708443,0.5112799693,-1.106914185,-0.01712947283,-0.02770893383,0
-1.049533619,1.597782173,0.8827790598,0.7928182577,-0.7843256484,0.2010897346,-0.265248174,0.05092328939,0.4004924481,-0.1303407477,1
-0.02267537426,0.6701791487,1.204240201,0.7300629421,-0.4308114707,0.05957240679,-0.2488674708,-1.121589304,-1.457762111,-1.521391966,1
0.6401818424,1.624558768,-0.08083081604,0.8816416398,-0.2181632862,0.2057626593,-0.3092995464,-0.03429870205,-0.8100854172,0.7339751365,1
-0.5620740169,-0.3561313828,-2.08780329,1.288430981,-1.591760549,-0.1451438226,-0.4609368432,-0.7081741136,-0.5306549471,0.2799200562,1
0.7201625864,1.225477226,0.02348269213,0.7044498863,1.880641138,0.1502453688,-0.2508867853,-0.03363610727,-0.2939557954,0.5339869089,1
1.52894182,-0.6751555106,0.0945826819,1.273776491,0.3139055719,-0.1866270319,-0.4492229681,0.9902252559,-0.4340956446,-0.2347897199,1
-0.9226258825,-0.976585314,1.747281197,0.7468500696,-0.9320263884,-0.1983993706,-0.268135288,-1.383609234,0.2939239173,-1.25192329,1
-1.476360807,2.016014053,2.29829256,0.2691121671,-0.607024977,0.3032806278,-0.09368741932,1.530802199,0.3321241339,-0.5508834877,1
-0.7944665159,-0.1873301824,1.352295382,1.395275814,-0.1693689434,-0.1156901938,-0.485629667,-1.409357313,-1.176211691,-0.853869994,1
0.1452263409,0.8095079011,-1.141779562,-2.275295441,-0.7858610873,0.2840784405,0.8054506766,-0.4687134055,0.5360864919,-1.278019203,0
-0.4332696872,1.316484402,1.042986111,-2.039034788,0.8527209465,0.3444868926,0.7287217301,-1.172072778,-0.2434574731,2.260081731,0
0.7486938668,1.012699609,-0.05177030415,1.682090252,0.3209462729,0.03901746166,-0.5711420305,1.596989149,-0.382517158,-1.304966549,1
2.977634838,-0.6504693428,-0.6074210461,1.196229768,-0.579619766,-0.1942749231,-0.4263168525,0.2935645925,1.682734035,0.7376709822,1
-0.6943819214,1.941439208,-0.9960151327,0.5999596652,0.3932283588,0.2700209613,-0.2087449572,0.2138656213,-0.09291846476,0.485096543,1
1.147031298,-0.7881407469,-0.7674463563,0.8456241379,-0.1712184955,-0.1770171719,-0.2968282932,-0.2980423337,-0.9273697816,1.078654311,1
1.020636337,2.186912991,-0.5441497721,-2.415134269,0.1795335774,0.5114305559,0.8507890188,0.01396389528,-1.436878121,0.3278494375,0
0.8408625929,-1.601129356,-0.2786717929,-1.337213143,-2.136838281,-0.1594522489,0.461116085,1.610423161,-1.709028069,-0.0846965493,1
-1.215033562,0.3821126633,-0.5619999575,1.618654033,1.674367256,-0.05065855288,-0.5704677228,-1.570824804,1.813781089,-0.8351050831,1
0.6865248421,0.2005012542,0.5260448716,-0.5489464325,0.8090881592,0.0666415384,0.1956108396,-0.8031031249,-1.065371256,1.287889506,0
1.667081551,-0.7516259729,0.1435723765,-3.369715674,2.00312213,0.1230802285,1.177878398,0.7018221895,-0.9291951656,-0.4953218641,0
-0.7678371506,-1.873755938,0.3555764645,0.1129254336,1.05594611,-0.3128352567,-0.05059092551,0.506078582,1.311299965,0.3492118118,1
-1.626537758,-0.6813180261,0.723862568,1.153352702,-0.8755997566,-0.1845551148,-0.3981610816,0.1380864761,0.7761086462,-1.169224761,1
0.04684459147,1.416383796,0.5226960367,0.8417844787,-0.8466847205,0.1630738607,-0.2775277099,0.3677955107,-0.05309292065,0.6008363152,1
0.9940758116,0.8758380122,-0.7495928676,-0.9870627499,1.123026535,0.1985419763,0.3654485703,-0.7653216142,1.93687712,-1.85950627,0
-0.2082553134,1.483495789,1.718922813,0.7533474885,0.3769004938,0.1872680081,-0.2482096983,0.1035164618,-0.6155255735,-0.3922793859,1
1.229592534,-1.588294393,0.1376466823,-1.130007854,0.02106033404,-0.1745117428,0.3911544042,-0.2500514945,0.193101862,0.1935470133,0
-1.227803853,0.2579630962,-0.1708011231,-0.7809379769,-0.3113166627,0.097656631,0.2695073643,-0.5024732915,-0.4734218781,0.3590493452,0
-0.6372862646,-0.916520122,-0.0810120027,1.15912097,-1.504591905,-0.2056774265,-0.4179439591,-0.2244796741,1.607376262,-1.346205675,1
-1.363178031,1.839341258,-0.7095719587,0.3678763319,0.8472774805,0.269961284,-0.1128215499,0.10132031,-0.4739330476,-1.480596543,1
0.1180092353,-0.1363241433,-1.100269043,1.146948397,-1.428653581,-0.09328358271,-0.403912415,-1.415394511,1.961813529,0.09160795313,1
0.8106732431,-0.4640045479,-0.4466390062,-0.5615427353,-1.817641446,-0.04279890041,0.1916256697,-1.91519203,0.4258739598,-0.966498654,0
-1.603548813,0.8826555377,2.588055907,1.147533877,0.02128222666,0.06285837098,-0.3960940633,-1.005640782,-0.2669412518,0.1036966987,1
0.1808986977,-3.168181397,-0.7255177297,-1.919073429,0.5501242404,-0.3639554568,0.6595965114,1.189143467,-0.06017623415,-0.2492996392,1
0.7643226661,-0.9100460068,-0.3375776324,0.737472667,-0.5755412667,-0.1885961369,-0.2585837549,-0.5436360493,0.9916890738,-0.2515208352,1
0.3832665648,-0.3892527048,0.4584305,0.9597439144,-2.601821483,-0.1214121708,-0.3287188238,-0.7010423032,-1.491856497,1.491958043,1
1.329201475,-1.606824662,0.4941960762,0.6417845639,-0.01545836141,-0.2848019893,-0.2415984656,-0.4370122653,-1.305787228,0.3784417162,1
0.4345497954,1.772735271,0.3933029061,0.497366254,0.1914050319,0.2372977789,-0.149880529,1.418582059,0.2170473284,0.2393631001,1
-0.2412145815,0.07505530154,-0.7199689069,1.991077996,0.499991904,-0.1222760197,-0.7006349422,0.5155317677,-0.9117846043,0.3945568236,1
-0.9707830031,-0.02016876499,-1.702632299,1.858294583,0.1630830789,-0.1215310845,-0.6615918045,0.9408965367,-0.4861907725,-0.289080537,1
-0.1646904236,-0.3633740159,-0.03974095166,1.122519778,-0.4543185424,-0.1303761606,-0.3873699206,-0.3754385103,1.321162218,-0.619520188,1
-1.423832442,-1.669041089,1.116331467,0.8458134117,-0.2307309067,-0.314176352,-0.3101445529,0.88437241,1.010834562,0.5526534048,1
-0.4403072487,-2.271438312,-1.846003089,-0.4026489995,-1.770977475,-0.3320871557,0.1353744194,0.2678428705,0.0820317168,0.6984140545,0
